Customer_ID,Num_Bank_Accounts,Num_Credit_Card,Type_of_Loan,Credit_History_Age,Account_ID
CUS_0x387b,3,3,"Not Specified, Mortgage Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",10 Years and 10 Months,8224
CUS_0x627b,7,4,"Debt Consolidation Loan, Credit-Builder Loan, Mortgage Loan, Not Specified, and Mortgage Loan",19 Years and 7 Months,8225
CUS_0x307e,9,6,"Payday Loan, Home Equity Loan, Student Loan, Not Specified, Payday Loan, Auto Loan, and Personal Loan",10 Years and 1 Months,8226
CUS_0x5db0,8,7,"Home Equity Loan, Home Equity Loan, Student Loan, Payday Loan, Not Specified, Student Loan, Mortgage Loan, Student Loan, and Not Specified",11 Years and 11 Months,8227
CUS_0x32fa,6,3,"Credit-Builder Loan, and Auto Loan",32 Years and 4 Months,8228
CUS_0x4083,7,4,"Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",15 Years and 2 Months,8229
CUS_0xc4e2,5,5,"Payday Loan, Home Equity Loan, Debt Consolidation Loan, and Personal Loan",13 Years and 11 Months,8230
CUS_0x2878,8,5,"Payday Loan, and Student Loan",9 Years and 2 Months,8231
CUS_0xa049,8,3,"Auto Loan, Not Specified, Not Specified, and Mortgage Loan",21 Years and 4 Months,8232
CUS_0x4edc,8,5,"Payday Loan, Not Specified, Debt Consolidation Loan, and Mortgage Loan",,8233
CUS_0xc143,3,3,"Mortgage Loan, and Home Equity Loan",23 Years and 10 Months,8234
CUS_0x294d,3,4,"Auto Loan, Not Specified, Debt Consolidation Loan, Mortgage Loan, Mortgage Loan, and Mortgage Loan",6 Years and 3 Months,8235
CUS_0xb2c0,8,5,"Auto Loan, Personal Loan, Personal Loan, and Student Loan",17 Years and 1 Months,8236
CUS_0x6ccd,9,5,"Home Equity Loan, Student Loan, Student Loan, Auto Loan, Payday Loan, Auto Loan, Not Specified, and Home Equity Loan",7 Years and 3 Months,8237
CUS_0x9f1f,3,6,"Auto Loan, Home Equity Loan, and Personal Loan",,8238
CUS_0x7136,5,4,Student Loan,22 Years and 8 Months,8239
CUS_0x2c4f,5,183,,20 Years and 1 Months,8240
CUS_0xac29,6,7,"Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",8 Years and 9 Months,8241
CUS_0x585b,7,5,"Mortgage Loan, Home Equity Loan, Personal Loan, Home Equity Loan, Student Loan, Student Loan, Personal Loan, Debt Consolidation Loan, and Payday Loan",9 Years and 5 Months,8242
CUS_0x5b9b,7,5,"Not Specified, and Debt Consolidation Loan",17 Years and 5 Months,8243
CUS_0xb7c3,4,1,Mortgage Loan,15 Years and 11 Months,8244
CUS_0xa326,9,6,"Auto Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, and Credit-Builder Loan",5 Years and 11 Months,8245
CUS_0xa918,8,1264,"Home Equity Loan, Auto Loan, Mortgage Loan, Auto Loan, Auto Loan, Personal Loan, Auto Loan, and Student Loan",5 Years and 3 Months,8246
CUS_0x1765,4,3,Student Loan,,8247
CUS_0xa8b7,7,4,Not Specified,27 Years and 8 Months,8248
CUS_0x4a0b,2,5,"Debt Consolidation Loan, and Debt Consolidation Loan",21 Years and 3 Months,8249
CUS_0xbb3c,3,6,,28 Years and 8 Months,8250
CUS_0x924a,8,10,"Not Specified, Home Equity Loan, Not Specified, Personal Loan, Auto Loan, Home Equity Loan, and Auto Loan",5 Years and 5 Months,8251
CUS_0x44ff,3,7,"Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",20 Years and 7 Months,8252
CUS_0xa5ac,6,7,"Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan",8 Years and 4 Months,8253
CUS_0x19f3,9,10,"Home Equity Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",11 Years and 8 Months,8254
CUS_0x899d,7,5,"Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",13 Years and 10 Months,8255
CUS_0xad1f,7,6,"Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Student Loan",18 Years and 3 Months,8256
CUS_0x4427,4,4,Payday Loan,29 Years and 4 Months,8257
CUS_0x4688,6,6,"Student Loan, and Personal Loan",16 Years and 10 Months,8258
CUS_0xb2d2,3,6,Auto Loan,18 Years and 3 Months,8259
CUS_0x87ec,3,7,"Debt Consolidation Loan, and Auto Loan",16 Years and 7 Months,8260
CUS_0x885,1,4,Personal Loan,28 Years and 3 Months,8261
CUS_0xaa68,4,4,"Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan",,8262
CUS_0x89c7,7,10,"Payday Loan, Home Equity Loan, Personal Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Not Specified, Credit-Builder Loan, and Not Specified",5 Years and 3 Months,8263
CUS_0x4afe,3,3,,29 Years and 7 Months,8264
CUS_0x2923,9,10,"Payday Loan, Auto Loan, Personal Loan, Mortgage Loan, and Payday Loan",7 Years and 11 Months,8265
CUS_0x2910,6,5,"Student Loan, Mortgage Loan, and Student Loan",23 Years and 7 Months,8266
CUS_0x4190,10,8,"Home Equity Loan, Not Specified, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Auto Loan, and Auto Loan",16 Years and 11 Months,8267
CUS_0xb4cc,5,5,,23 Years and 2 Months,8268
CUS_0x511e,5,4,"Home Equity Loan, Debt Consolidation Loan, Personal Loan, Not Specified, and Mortgage Loan",11 Years and 4 Months,8269
CUS_0x450b,3,3,"Not Specified, Auto Loan, Mortgage Loan, and Debt Consolidation Loan",30 Years and 8 Months,8270
CUS_0xb80e,10,8,"Payday Loan, Student Loan, Mortgage Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, Payday Loan, Not Specified, and Mortgage Loan",12 Years and 5 Months,8271
CUS_0x959b,5,5,"Not Specified, Credit-Builder Loan, and Personal Loan",18 Years and 1 Months,8272
CUS_0x415b,0,7,Not Specified,18 Years and 8 Months,8273
CUS_0x9a8b,4,3,"Home Equity Loan, Debt Consolidation Loan, and Auto Loan",28 Years and 2 Months,8274
CUS_0x92d2,3,6,,26 Years and 3 Months,8275
CUS_0xe28,5,7,"Personal Loan, Home Equity Loan, and Auto Loan",17 Years and 10 Months,8276
CUS_0x6bcf,3,7,"Mortgage Loan, and Mortgage Loan",32 Years and 5 Months,8277
CUS_0x8a50,4,3,"Not Specified, and Payday Loan",,8278
CUS_0xc2aa,5,4,"Not Specified, Personal Loan, Not Specified, and Debt Consolidation Loan",15 Years and 5 Months,8279
CUS_0x5a53,4,3,Auto Loan,20 Years and 9 Months,8280
CUS_0x6df1,5,7,"Personal Loan, Debt Consolidation Loan, Payday Loan, and Not Specified",16 Years and 4 Months,8281
CUS_0x166c,7,7,"Payday Loan, Personal Loan, Personal Loan, Not Specified, Student Loan, and Home Equity Loan",11 Years and 5 Months,8282
CUS_0x43dd,10,6,"Auto Loan, Personal Loan, Personal Loan, Home Equity Loan, and Personal Loan",2 Years and 5 Months,8283
CUS_0xa567,7,6,"Mortgage Loan, Payday Loan, Personal Loan, Payday Loan, Student Loan, and Credit-Builder Loan",5 Years and 9 Months,8284
CUS_0x1bff,10,5,"Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Payday Loan, Not Specified, Home Equity Loan, and Auto Loan",8 Years and 4 Months,8285
CUS_0x6116,3,2,"Home Equity Loan, Payday Loan, and Debt Consolidation Loan",15 Years and 2 Months,8286
CUS_0x5309,8,8,"Auto Loan, Payday Loan, Credit-Builder Loan, Auto Loan, and Credit-Builder Loan",5 Years and 10 Months,8287
CUS_0x2425,0,6,"Debt Consolidation Loan, and Debt Consolidation Loan",23 Years and 2 Months,8288
CUS_0x4d3,7,6,"Personal Loan, Home Equity Loan, Auto Loan, and Debt Consolidation Loan",15 Years and 2 Months,8289
CUS_0x7dc4,4,4,"Personal Loan, and Student Loan",22 Years and 9 Months,8290
CUS_0x8a5f,5,3,"Payday Loan, and Personal Loan",24 Years and 3 Months,8291
CUS_0x7e6d,9,7,"Auto Loan, Personal Loan, Mortgage Loan, Student Loan, Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Not Specified",3 Years and 7 Months,8292
CUS_0xb86b,6,6,"Home Equity Loan, Credit-Builder Loan, Home Equity Loan, and Debt Consolidation Loan",24 Years and 11 Months,8293
CUS_0x8dfa,4,4,"Auto Loan, Personal Loan, Home Equity Loan, Credit-Builder Loan, and Personal Loan",18 Years and 3 Months,8294
CUS_0x2599,3,3,"Credit-Builder Loan, Student Loan, Student Loan, and Mortgage Loan",27 Years and 7 Months,8295
CUS_0x1a4d,4,8,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Credit-Builder Loan",15 Years and 10 Months,8296
CUS_0x6e95,5,4,Payday Loan,25 Years and 2 Months,8297
CUS_0x55c5,7,5,"Credit-Builder Loan, and Home Equity Loan",8 Years and 2 Months,8298
CUS_0xb650,10,6,"Payday Loan, Mortgage Loan, Not Specified, Home Equity Loan, Not Specified, Mortgage Loan, Home Equity Loan, Credit-Builder Loan, and Payday Loan",18 Years and 9 Months,8299
CUS_0x9127,3,7,Debt Consolidation Loan,32 Years and 1 Months,8300
CUS_0x54c7,9,5,"Auto Loan, Debt Consolidation Loan, Payday Loan, Home Equity Loan, and Home Equity Loan",8 Years and 10 Months,8301
CUS_0xb3bd,5,7,"Debt Consolidation Loan, Credit-Builder Loan, and Debt Consolidation Loan",15 Years and 1 Months,8302
CUS_0x6a6f,4,7,"Not Specified, Auto Loan, Personal Loan, and Not Specified",21 Years and 11 Months,8303
CUS_0x76b,6,5,Debt Consolidation Loan,23 Years and 3 Months,8304
CUS_0xb122,3,5,,,8305
CUS_0x26e0,6,4,"Mortgage Loan, and Student Loan",8 Years and 9 Months,8306
CUS_0x3499,5,6,,24 Years and 8 Months,8307
CUS_0x45b,7,10,"Not Specified, Payday Loan, Student Loan, Not Specified, Student Loan, Debt Consolidation Loan, Mortgage Loan, and Personal Loan",13 Years and 8 Months,8308
CUS_0x7666,5,4,"Debt Consolidation Loan, Home Equity Loan, and Payday Loan",16 Years and 4 Months,8309
CUS_0x696c,8,3,"Mortgage Loan, and Payday Loan",24 Years and 8 Months,8310
CUS_0x5499,527,6,Payday Loan,20 Years and 1 Months,8311
CUS_0x6781,5,6,Personal Loan,22 Years and 9 Months,8312
CUS_0xb171,3,6,"Home Equity Loan, and Auto Loan",,8313
CUS_0x8e81,7,3,"Mortgage Loan, Home Equity Loan, Payday Loan, Student Loan, Home Equity Loan, Auto Loan, and Not Specified",7 Years and 8 Months,8314
CUS_0x5097,3,6,"Auto Loan, Home Equity Loan, and Not Specified",,8315
CUS_0x57b1,3,992,"Payday Loan, Payday Loan, and Auto Loan",16 Years and 4 Months,8316
CUS_0x435d,5,5,"Mortgage Loan, Not Specified, Payday Loan, and Student Loan",23 Years and 4 Months,8317
CUS_0x2b39,6,5,"Debt Consolidation Loan, and Credit-Builder Loan",30 Years and 9 Months,8318
CUS_0x2142,4,3,"Payday Loan, Home Equity Loan, and Mortgage Loan",31 Years and 3 Months,8319
CUS_0xba6,3,5,"Not Specified, and Credit-Builder Loan",17 Years and 5 Months,8320
CUS_0x5a4f,9,9,"Not Specified, Mortgage Loan, Not Specified, Not Specified, Not Specified, and Payday Loan",17 Years and 3 Months,8321
CUS_0xc60d,7,7,"Home Equity Loan, Debt Consolidation Loan, Home Equity Loan, Mortgage Loan, Home Equity Loan, Personal Loan, and Auto Loan",13 Years and 9 Months,8322
CUS_0x8a3f,0,1,,,8323
CUS_0x5e22,7,7,"Debt Consolidation Loan, Student Loan, Payday Loan, Mortgage Loan, Student Loan, and Debt Consolidation Loan",18 Years and 1 Months,8324
CUS_0xaa15,6,5,"Credit-Builder Loan, Credit-Builder Loan, and Credit-Builder Loan",24 Years and 7 Months,8325
CUS_0x1f64,7,8,"Credit-Builder Loan, Not Specified, Mortgage Loan, Credit-Builder Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan",8 Years and 3 Months,8326
CUS_0x48f,8,9,"Personal Loan, Not Specified, Debt Consolidation Loan, Student Loan, Student Loan, Personal Loan, and Payday Loan",7 Years and 7 Months,8327
CUS_0x29b4,5,4,"Not Specified, Payday Loan, Debt Consolidation Loan, and Payday Loan",13 Years and 3 Months,8328
CUS_0x5ae3,8,4,"Payday Loan, and Not Specified",25 Years and 3 Months,8329
CUS_0xbe9a,1,2,"Mortgage Loan, and Debt Consolidation Loan",24 Years and 1 Months,8330
CUS_0x4874,8,3,"Not Specified, Credit-Builder Loan, and Debt Consolidation Loan",32 Years and 10 Months,8331
CUS_0xc67b,7,8,"Mortgage Loan, Credit-Builder Loan, Not Specified, Mortgage Loan, and Mortgage Loan",3 Years and 4 Months,8332
CUS_0x8a64,4,3,,25 Years and 8 Months,8333
CUS_0x35ea,6,9,"Home Equity Loan, Payday Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",12 Years and 2 Months,8334
CUS_0x5044,5,5,"Credit-Builder Loan, Payday Loan, and Student Loan",6 Years and 7 Months,8335
CUS_0x9dfd,2,4,"Payday Loan, Credit-Builder Loan, Auto Loan, and Payday Loan",26 Years and 10 Months,8336
CUS_0x513,8,5,"Student Loan, Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, and Student Loan",13 Years and 8 Months,8337
CUS_0xba0b,3,5,"Mortgage Loan, and Student Loan",22 Years and 11 Months,8338
CUS_0x9e7e,4,4,"Mortgage Loan, Personal Loan, and Debt Consolidation Loan",,8339
CUS_0x37dd,5,3,"Payday Loan, Payday Loan, and Debt Consolidation Loan",21 Years and 11 Months,8340
CUS_0x8873,5,7,"Not Specified, Personal Loan, and Student Loan",17 Years and 7 Months,8341
CUS_0x61e0,8,7,Not Specified,20 Years and 9 Months,8342
CUS_0x7eb0,6,3,Not Specified,16 Years and 5 Months,8343
CUS_0x5fdb,7,9,"Not Specified, Not Specified, Home Equity Loan, Not Specified, Personal Loan, and Debt Consolidation Loan",15 Years and 8 Months,8344
CUS_0x8f16,9,8,"Not Specified, Credit-Builder Loan, Auto Loan, Payday Loan, Mortgage Loan, Personal Loan, and Credit-Builder Loan",10 Years and 5 Months,8345
CUS_0x3ff9,7,3,"Mortgage Loan, and Payday Loan",18 Years and 10 Months,8346
CUS_0x5e43,6,8,"Personal Loan, Student Loan, Credit-Builder Loan, Auto Loan, and Not Specified",13 Years and 3 Months,8347
CUS_0x26e3,5,6,"Credit-Builder Loan, and Student Loan",5 Years and 9 Months,8348
CUS_0x8d2,4,3,Auto Loan,20 Years and 1 Months,8349
CUS_0xb9a2,3,4,"Credit-Builder Loan, Student Loan, Debt Consolidation Loan, and Home Equity Loan",24 Years and 8 Months,8350
CUS_0x9bf4,4,7,"Payday Loan, and Payday Loan",29 Years and 4 Months,8351
CUS_0x12af,5,3,"Personal Loan, Not Specified, Mortgage Loan, and Personal Loan",6 Years and 4 Months,8352
CUS_0x9d3,5,5,"Personal Loan, Not Specified, Credit-Builder Loan, and Home Equity Loan",32 Years and 4 Months,8353
CUS_0x6987,7,5,"Credit-Builder Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, and Home Equity Loan",2 Years and 9 Months,8354
CUS_0x99d9,6,731,"Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",13 Years and 10 Months,8355
CUS_0xb4f,1,4,,28 Years and 7 Months,8356
CUS_0x8bd2,8,4,"Auto Loan, Home Equity Loan, Not Specified, and Personal Loan",25 Years and 7 Months,8357
CUS_0x5648,2,3,"Payday Loan, Auto Loan, and Home Equity Loan",26 Years and 10 Months,8358
CUS_0xc0c6,7,7,Personal Loan,21 Years and 2 Months,8359
CUS_0xc4bb,8,7,,32 Years and 5 Months,8360
CUS_0x5c72,1,1,"Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",29 Years and 7 Months,8361
CUS_0x19d1,7,10,"Auto Loan, Payday Loan, Personal Loan, and Home Equity Loan",6 Years and 4 Months,8362
CUS_0xa5f4,5,2,"Student Loan, Credit-Builder Loan, Personal Loan, and Personal Loan",16 Years and 2 Months,8363
CUS_0xa499,3,3,"Credit-Builder Loan, Personal Loan, Payday Loan, and Auto Loan",5 Years and 3 Months,8364
CUS_0x9c28,4,9,"Personal Loan, Mortgage Loan, Debt Consolidation Loan, Not Specified, and Personal Loan",,8365
CUS_0xc3b8,9,6,"Not Specified, Not Specified, Student Loan, Mortgage Loan, Auto Loan, Personal Loan, and Credit-Builder Loan",10 Years and 2 Months,8366
CUS_0xbabc,10,7,"Student Loan, Payday Loan, Not Specified, Payday Loan, Auto Loan, Credit-Builder Loan, Mortgage Loan, Auto Loan, and Student Loan",5 Years and 8 Months,8367
CUS_0xc648,5,6,"Mortgage Loan, and Personal Loan",,8368
CUS_0x93bc,8,5,"Student Loan, Credit-Builder Loan, Student Loan, and Credit-Builder Loan",18 Years and 2 Months,8369
CUS_0x764f,3,1,Personal Loan,15 Years and 4 Months,8370
CUS_0xbebf,7,6,"Debt Consolidation Loan, Personal Loan, Mortgage Loan, and Debt Consolidation Loan",27 Years and 2 Months,8371
CUS_0x216a,6,10,"Not Specified, Mortgage Loan, Personal Loan, and Student Loan",9 Years and 9 Months,8372
CUS_0x20ac,7,6,,17 Years and 9 Months,8373
CUS_0x3cc2,0,4,,27 Years and 3 Months,8374
CUS_0x5c4f,6,7,"Personal Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, Auto Loan, and Debt Consolidation Loan",11 Years and 9 Months,8375
CUS_0x924,1,5,Credit-Builder Loan,31 Years and 7 Months,8376
CUS_0x3a3a,6,3,,22 Years and 10 Months,8377
CUS_0x5d91,7,8,"Payday Loan, Debt Consolidation Loan, Auto Loan, Auto Loan, Payday Loan, and Home Equity Loan",12 Years and 1 Months,8378
CUS_0x6ba7,8,6,,16 Years and 1 Months,8379
CUS_0x1764,7,7,"Mortgage Loan, Personal Loan, Credit-Builder Loan, and Auto Loan",24 Years and 3 Months,8380
CUS_0x1971,7,10,"Home Equity Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Personal Loan",11 Years and 9 Months,8381
CUS_0x4f07,6,6,"Student Loan, Payday Loan, Personal Loan, and Home Equity Loan",30 Years and 5 Months,8382
CUS_0x6acc,4,5,Debt Consolidation Loan,23 Years and 1 Months,8383
CUS_0x5f02,7,985,,24 Years and 10 Months,8384
CUS_0xbab8,3,4,"Personal Loan, and Payday Loan",,8385
CUS_0x2fb1,6,3,,30 Years and 10 Months,8386
CUS_0x9d09,4,7,"Not Specified, and Not Specified",31 Years and 11 Months,8387
CUS_0x905,5,4,"Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",,8388
CUS_0x716c,5,1,Personal Loan,28 Years and 10 Months,8389
CUS_0x4ee5,0,3,"Personal Loan, Auto Loan, Personal Loan, and Student Loan",,8390
CUS_0x3797,7,5,"Not Specified, Personal Loan, Personal Loan, Credit-Builder Loan, Payday Loan, and Personal Loan",13 Years and 10 Months,8391
CUS_0x7015,4,9,"Mortgage Loan, Not Specified, Auto Loan, Auto Loan, Home Equity Loan, and Credit-Builder Loan",18 Years and 9 Months,8392
CUS_0x7443,3,4,"Not Specified, Home Equity Loan, and Home Equity Loan",17 Years and 7 Months,8393
CUS_0x76a9,6,9,"Credit-Builder Loan, Auto Loan, Student Loan, Personal Loan, Student Loan, Credit-Builder Loan, and Auto Loan",6 Years and 2 Months,8394
CUS_0x2218,7,6,"Student Loan, Auto Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",8 Years and 10 Months,8395
CUS_0xa405,4,6,"Auto Loan, and Home Equity Loan",15 Years and 3 Months,8396
CUS_0x9ba5,5,4,"Auto Loan, and Payday Loan",20 Years and 5 Months,8397
CUS_0x54d6,5,4,"Personal Loan, Personal Loan, Mortgage Loan, and Not Specified",25 Years and 5 Months,8398
CUS_0x13fa,8,10,"Student Loan, Payday Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, Student Loan, Credit-Builder Loan, Personal Loan, and Student Loan",18 Years and 7 Months,8399
CUS_0xb2f6,8,8,"Mortgage Loan, Payday Loan, Not Specified, Mortgage Loan, Credit-Builder Loan, and Debt Consolidation Loan",7 Years and 1 Months,8400
CUS_0x6998,6,4,,,8401
CUS_0x2e72,10,1243,"Credit-Builder Loan, Home Equity Loan, Personal Loan, Not Specified, Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, and Student Loan",4 Years and 11 Months,8402
CUS_0x61c8,2,4,"Auto Loan, and Credit-Builder Loan",31 Years and 9 Months,8403
CUS_0x9e0,7,4,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Home Equity Loan",10 Years and 3 Months,8404
CUS_0x238c,3,1,Payday Loan,19 Years and 10 Months,8405
CUS_0x3c63,5,3,"Mortgage Loan, Personal Loan, Home Equity Loan, and Home Equity Loan",27 Years and 9 Months,8406
CUS_0x77b7,7,7,"Payday Loan, Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan, Auto Loan, Credit-Builder Loan, and Credit-Builder Loan",1 Years and 9 Months,8407
CUS_0x9ce7,3,5,"Payday Loan, Not Specified, Payday Loan, Auto Loan, Credit-Builder Loan, Auto Loan, and Personal Loan",11 Years and 1 Months,8408
CUS_0x79f7,5,16,,26 Years and 8 Months,8409
CUS_0x2eb7,5,10,"Auto Loan, Payday Loan, Not Specified, Student Loan, and Home Equity Loan",9 Years and 5 Months,8410
CUS_0x6d63,5,5,"Debt Consolidation Loan, and Debt Consolidation Loan",13 Years and 10 Months,8411
CUS_0x4812,3,3,"Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",25 Years and 11 Months,8412
CUS_0x981d,6,9,"Personal Loan, Payday Loan, Credit-Builder Loan, Auto Loan, Home Equity Loan, and Home Equity Loan",18 Years and 8 Months,8413
CUS_0x5d36,8,10,"Credit-Builder Loan, Not Specified, Auto Loan, Credit-Builder Loan, and Student Loan",11 Years and 8 Months,8414
CUS_0x3e1a,8,4,"Not Specified, Home Equity Loan, and Student Loan",20 Years and 5 Months,8415
CUS_0x67e2,5,3,,,8416
CUS_0xa6dc,6,5,"Credit-Builder Loan, Debt Consolidation Loan, and Auto Loan",7 Years and 8 Months,8417
CUS_0x91d4,4,7,"Student Loan, Home Equity Loan, Credit-Builder Loan, and Debt Consolidation Loan",,8418
CUS_0x2b05,3,5,"Auto Loan, Debt Consolidation Loan, Not Specified, and Student Loan",28 Years and 1 Months,8419
CUS_0x44dc,5,10,"Mortgage Loan, Credit-Builder Loan, Not Specified, Not Specified, Student Loan, and Credit-Builder Loan",8 Years and 2 Months,8420
